24;2;2015;3;2.0;122;785;1.0;0;0;3;7;122;0;1994;0;98042;47.3697;-122.075;122;785;2029800
16;9;2014;4;2.0;176;777;1.0;0;0;3;7;176;0;1966;0;98188;47.4377;-122.279;149;860;2483520
31;10;2014;5;2.0;161;685;1.0;0;0;4;6;161;0;1944;0;98178;47.4953;-122.238;144;662;1989602
7;5;2014;4;1.5;215;1236;1.0;0;0;3;7;176;39;1950;0;98004;47.6232;-122.21;264;1184;8835600
5;1;2015;3;1.75;98;732;1.0;0;0;4;7;98;0;1986;0;98092;47.2761;-122.152;132;713;1687520
5;6;2014;3;1.0;107;448;1.0;0;0;4;6;107;0;1957;0;98027;47.5321;-122.029;164;662;1910400
9;2;2015;4;2.25;286;974;2.0;0;0;4;9;286;0;1968;0;98040;47.5344;-122.224;230;985;9273400
3;4;2015;4;2.25;160;725;1.0;0;0;3;8;125;34;1955;0;98146;47.5119;-122.337;160;725;2680530
8;1;2015;3;1.0;118;682;1.0;0;0;3;7;90;28;1967;0;98023;47.305;-122.371;120;678;1737270
17;2;2015;3;2.5;151;183;2.0;0;0;3;8;151;0;1996;0;98177;47.7753;-122.375;151;321;3172060
19;2;2015;5;1.0;166;2829;1.0;0;0;4;7;125;41;1964;0;98030;47.3469;-122.195;225;3312;2754160
6;2;2015;5;3.0;236;1061;1.0;0;0;3;8;118;118;1962;2014;98006;47.5459;-122.176;194;998;4935200
17;4;2015;3;2.5;183;811;2.0;0;0;3;7;183;0;1995;0;98092;47.3263;-122.189;155;852;2085520
8;7;2014;3;2.5;149;259;2.0;0;0;4;7;149;0;1992;0;98031;47.4034;-122.187;160;335;1950200
23;6;2014;4;3.25;320;712;2.0;0;0;3;11;320;0;2006;0;98029;47.5429;-121.995;333;602;7203800
14;4;2015;2;1.5;172;459;1.5;0;2;4;7;172;0;1907;1969;98126;47.5742;-122.379;172;460;5572000
31;7;2014;4;2.5;268;836;2.0;0;0;3;10;268;0;2008;0;98033;47.6844;-122.199;245;755;10029600
19;5;2014;2;1.0;98;668;1.0;0;0;3;7;98;0;1926;0;98133;47.7102;-122.356;184;702;3669560
8;4;2015;4;2.5;189;920;1.0;0;0;4;8;189;0;1959;0;98006;47.5518;-122.184;198;930;4943160
6;3;2015;3;1.5;93;1725;1.0;0;0;3;6;93;0;1989;0;98001;47.2976;-122.271;150;1618;1560160
25;9;2014;3;1.5;140;984;1.5;0;0;3;7;140;0;1947;0;98198;47.3775;-122.319;126;267;1830800
19;3;2015;3;1.75;190;479;1.5;0;0;4;8;121;70;1926;0;98112;47.6374;-122.304;206;554;5882440
6;6;2014;4;2.5;264;869;2.0;0;0;3;10;264;0;1990;0;98074;47.6274;-122.04;236;948;5174000
6;4;2015;4;2.5;177;650;1.0;0;0;2;7;132;45;1968;0;98023;47.3092;-122.376;149;706;2427800
13;1;2015;4;4.0;465;1202;3.0;0;2;3;12;465;0;2002;0;98006;47.55;-122.103;424;1202;13436480
12;6;2014;4;1.5;138;702;2.0;0;0;3;7;138;0;1966;0;98198;47.3684;-122.318;138;714;2061640
26;3;2015;5;3.0;235;474;1.0;0;0;3;8;141;94;2005;0;98133;47.7546;-122.341;213;373;4099400
3;4;2015;3;1.75;165;543;1.0;0;0;5;7;91;74;1944;0;98116;47.5589;-122.392;144;543;4501380
28;7;2014;3;1.75;166;648;1.0;0;0;3;7;124;43;1980;0;98034;47.7311;-122.226;164;751;3201512
25;3;2015;3;1.0;111;334;1.5;0;0;3;6;111;0;1904;0;98144;47.5985;-122.298;156;334;2786000
23;4;2015;4;2.5;201;418;2.0;0;0;3;7;201;0;2002;0;98056;47.4819;-122.182;201;418;2857640
25;3;2015;4;2.0;294;1040;1.0;0;0;5;6;224;70;1942;0;98056;47.4937;-122.184;95;552;2929280
23;2;2015;3;2.25;206;1120;2.0;0;0;3;8;206;0;1985;0;98052;47.7148;-122.101;216;1117;4314320
4;8;2014;2;1.75;149;538;1.5;0;0;3;8;149;0;1940;0;98105;47.6709;-122.276;215;585;5351699
27;10;2014;3;1.75;177;1580;1.5;0;0;4;8;177;0;1963;0;98001;47.3095;-122.283;169;1376;1393000
17;2;2015;2;1.0;90;307;1.0;0;0;4;7;90;0;1916;0;98103;47.6609;-122.343;98;334;4099400
9;6;2014;3;3.5;139;116;2.0;0;0;3;8;115;24;2004;0;98107;47.6727;-122.373;134;172;3892440
29;9;2014;4;2.5;221;456;2.0;0;0;3;8;221;0;2006;0;98038;47.3607;-122.038;240;493;3064202
10;7;2014;3;2.25;160;733;2.0;0;0;3;8;160;0;1983;0;98023;47.3136;-122.344;217;733;2310438
5;3;2015;3;2.0;138;706;1.0;0;0;3;7;138;0;1990;0;98042;47.3687;-122.088;145;716;2029800
2;7;2014;4;2.5;197;423;2.0;0;0;3;7;197;0;2002;0;98038;47.3795;-122.022;220;512;2626402
9;5;2014;3;3.25;131;116;3.0;0;0;3;8;131;0;2005;0;98103;47.6981;-122.34;131;116;3040720
30;9;2014;4;2.5;253;971;2.0;0;2;3;10;232;20;1981;0;98006;47.5564;-122.158;301;1147;7761000
18;7;2014;3;2.5;130;698;2.0;0;0;4;7;130;0;1987;0;98034;47.7233;-122.167;159;715;3422800
1;10;2014;2;2.0;153;635;1.5;0;0;5;7;153;0;1916;0;98103;47.6512;-122.338;158;424;5611800
14;4;2015;1;1.25;168;471;1.5;1;4;4;8;114;54;1967;0;98075;47.5814;-122.081;212;471;9926120
23;9;2014;3;2.5;185;1485;1.0;0;0;3;8;143;42;1964;0;98007;47.6205;-122.141;229;941;4314320
15;7;2014;5;4.0;349;2115;1.0;0;3;4;11;177;172;1969;0;98040;47.5333;-122.22;347;1041;10945000
2;4;2015;3;1.75;210;1094;1.0;0;0;4;8;141;69;1968;0;98008;47.5982;-122.128;235;945;5683440
4;6;2014;2;1.0;72;757;1.0;0;0;5;6;72;0;1948;0;98155;47.7406;-122.302;72;757;2189000
12;5;2014;4;3.75;305;1022;2.0;0;0;3;10;216;89;2008;0;98033;47.6855;-122.201;223;776;8358000
23;4;2015;4;3.5;334;496;2.0;0;2;3;9;292;42;2006;0;98115;47.6763;-122.267;195;581;10363920
16;4;2015;3;2.5;165;153;2.0;0;0;3;8;100;65;2008;0;98103;47.6597;-122.355;186;162;5349120
30;10;2014;2;1.0;77;531;1.0;0;0;4;6;77;0;1950;0;98133;47.7339;-122.339;107;488;1791000
2;9;2014;4;3.5;306;749;2.0;0;0;3;9;306;0;2012;0;98029;47.5573;-122.02;306;999;6375960
24;11;2014;3;2.0;243;939;1.0;0;3;3;7;243;0;1982;0;98198;47.4096;-122.329;161;726;3138230
8;12;2014;5;3.25;228;607;2.0;0;0;3;8;164;63;1951;2014;98115;47.688;-122.281;151;607;6758040
9;10;2014;3;1.75;179;675;1.0;0;0;4;7;124;56;1977;0;98002;47.3217;-122.205;149;715;2228402
11;3;2015;4;3.0;165;393;1.0;0;0;3;7;165;0;1953;0;98118;47.5488;-122.287;161;493;2786000
26;6;2014;4;3.5;313;465;2.0;0;2;3;8;229;84;2008;0;98126;47.5714;-122.38;169;465;7164000
27;3;2015;3;1.5;148;737;1.0;0;0;3;7;148;0;1956;0;98106;47.5201;-122.366;148;737;2587000
24;12;2014;3;2.5;150;794;2.0;0;0;5;7;150;0;1994;0;98038;47.3714;-122.054;171;761;2539240
17;4;2015;5;3.5;318;595;2.0;0;2;3;8;251;67;2013;0;98065;47.5162;-121.874;252;561;5102360
23;6;2014;4;2.5;236;780;2.0;0;0;5;7;236;0;1977;0;98032;47.3754;-122.277;149;748;2148802
16;9;2014;2;1.5;128;19506;1.0;0;0;1;6;128;0;1954;0;98011;47.7461;-122.195;291;1846;2149200
18;9;2014;3;2.5;264;20113;2.0;0;0;3;9;264;0;1991;0;98014;47.702;-121.892;262;16268;4457600
20;3;2015;5;2.5;269;618;1.0;0;0;3;7;135;135;1964;0;98168;47.4935;-122.332;149;766;2801920
20;10;2014;4;2.5;375;2392;2.0;0;0;3;10;375;0;2000;0;98038;47.4579;-122.068;300;2067;6089400
5;6;2014;4;1.0;186;434;1.5;0;0;3;7;116;70;1916;1986;98118;47.5529;-122.268;106;434;3582000
19;3;2015;3;1.0;110;554;1.5;0;0;4;6;110;0;1928;0;98125;47.7281;-122.299;118;716;2825800
24;10;2014;4;2.5;258;390;2.0;0;0;3;8;258;0;2001;0;98075;47.5989;-122.039;233;390;5134200
2;3;2015;4;1.5;315;576;2.0;0;0;4;8;235;80;1916;0;98144;47.58;-122.29;286;557;7124200
19;11;2014;3;3.0;222;1807;1.5;0;0;3;8;222;0;2008;0;98166;47.4545;-122.336;143;2506;4135220
12;7;2014;3;1.75;132;736;1.0;0;0;4;7;132;0;1962;0;98092;47.2931;-122.188;132;736;1870600
25;2;2015;4;2.5;241;594;2.0;0;0;3;8;241;0;2003;0;98028;47.7599;-122.233;232;495;4242680
19;11;2014;2;1.0;63;803;1.0;0;0;4;5;63;0;1951;0;98188;47.4559;-122.289;123;1221;1536280
31;3;2015;4;1.75;210;1137;1.0;0;0;3;9;210;0;1967;0;98005;47.5976;-122.178;226;948;6630680
21;10;2014;4;2.5;322;618;2.0;0;0;3;9;322;0;2005;0;98065;47.5426;-121.879;254;574;5353100
29;4;2015;3;1.75;128;780;1.0;0;0;3;7;128;0;1967;0;98003;47.3117;-122.321;143;780;2196164
30;7;2014;5;1.75;170;4452;1.5;0;0;3;6;170;0;1948;0;98045;47.4881;-121.777;187;1220;3597920
9;2;2015;3;1.0;111;1003;1.0;0;0;4;7;111;0;1955;0;98006;47.5771;-122.144;127;924;3104400
16;12;2014;1;1.0;122;805;1.5;0;0;1;6;122;0;1918;0;98122;47.6059;-122.313;105;446;4577000
23;2;2015;3;1.5;172;755;1.0;0;0;4;7;172;0;1948;0;98177;47.7275;-122.359;142;755;3504390
25;9;2014;3;2.25;154;952;1.0;0;0;5;7;105;49;1968;0;98034;47.7262;-122.222;156;710;3582000
12;8;2014;3;1.5;154;671;1.0;0;0;3;7;91;63;1962;0;98168;47.4962;-122.32;164;751;1791000
18;12;2014;4;2.5;323;3622;2.0;0;0;3;10;323;0;1989;0;98053;47.6895;-122.052;337;3371;7124200
27;1;2015;3;2.5;153;557;2.0;0;0;3;7;153;0;1990;0;98030;47.36;-122.194;163;557;2228800
16;12;2014;3;1.5;127;730;1.0;0;0;4;7;127;0;1962;0;98056;47.5409;-122.18;161;879;3231760
12;4;2015;2;1.0;97;372;1.0;0;0;3;6;97;0;1914;0;98144;47.5753;-122.303;162;372;2714360
31;12;2014;3;1.0;108;997;1.0;0;0;3;7;108;0;1953;0;98004;47.6391;-122.205;222;1269;6965000
29;12;2014;5;2.75;261;1221;1.0;0;0;3;8;134;127;1964;0;98007;47.6199;-122.141;230;1221;4417800
15;9;2014;3;1.75;225;6085;2.0;0;1;3;8;225;0;1984;0;98074;47.6525;-122.087;276;1769;3980000
24;11;2014;4;1.75;188;3382;1.0;0;0;4;8;144;44;1976;0;98077;47.7627;-122.076;234;3554;4147160
9;7;2014;4;2.5;331;1119;2.0;0;0;3;10;331;0;1988;0;98023;47.3019;-122.341;318;1045;3868560
8;4;2015;4;2.75;330;1295;1.0;0;0;5;8;195;135;1966;0;98188;47.425;-122.283;190;836;3733240
2;9;2014;3;2.5;164;348;1.5;0;0;3;7;118;46;1929;0;98117;47.6807;-122.364;130;435;5118296
17;7;2014;3;2.0;144;223;2.0;0;0;3;7;144;0;1996;0;98103;47.6545;-122.348;144;320;3502400
4;5;2015;3;2.25;229;525;1.0;0;2;3;7;144;85;1973;0;98178;47.5072;-122.252;154;525;2873560
1;10;2014;4;3.25;398;1886;2.0;0;0;4;11;398;0;1984;0;98004;47.6377;-122.212;318;1519;15346880
16;7;2014;2;1.0;207;1066;2.0;0;0;3;7;207;0;1951;0;98133;47.7372;-122.35;174;804;3390960
7;11;2014;4;2.5;241;1527;2.0;0;0;3;8;241;0;1986;0;98038;47.3714;-122.059;216;1452;3701400
26;6;2014;3;2.25;165;966;1.0;0;0;3;8;165;0;1967;0;98058;47.4539;-122.15;193;870;2388000
5;5;2014;3;2.25;151;93;2.5;0;0;3;8;143;7;2010;0;98027;47.5401;-122.027;151;121;3303400
31;10;2014;3;2.5;195;729;2.0;0;0;3;8;195;0;1986;0;98052;47.7242;-122.105;195;761;4099400
5;9;2014;4;2.5;260;761;1.0;0;0;3;8;158;102;1971;0;98177;47.7695;-122.368;229;759;4533220
22;9;2014;4;3.0;185;557;2.0;0;2;4;8;162;22;1922;0;98136;47.5374;-122.39;179;576;5691400
11;8;2014;4;1.75;168;715;1.0;0;0;5;8;129;39;1977;0;98033;47.6976;-122.169;193;715;4776000
13;6;2014;3;2.25;178;449;1.0;0;0;4;7;98;80;1921;0;98133;47.7067;-122.352;147;477;3064600
30;6;2014;4;1.5;167;301;1.5;0;0;4;8;167;0;1929;0;98103;47.6605;-122.331;167;397;6965000
24;3;2015;3;2.5;125;110;2.0;0;0;3;7;100;25;2007;0;98106;47.5218;-122.358;121;110;2149200
2;4;2015;5;3.75;497;1427;1.0;0;1;3;11;282;215;2008;0;98004;47.648;-122.218;347;1481;26626200
27;5;2014;3;2.25;181;824;1.0;0;0;3;7;125;56;1964;0;98155;47.7538;-122.312;121;825;3303400
21;11;2014;4;3.5;281;1185;2.0;0;0;3;10;281;0;1990;0;98033;47.6524;-122.184;290;1333;6732568
1;8;2014;3;2.5;247;988;2.0;0;0;3;9;247;0;1991;0;98011;47.7383;-122.22;241;802;4736200
3;6;2014;6;1.5;237;3135;1.0;0;0;4;8;163;74;1958;0;98023;47.3222;-122.362;187;2620;2992164
20;5;2014;4;2.5;260;789;2.0;0;0;3;8;260;0;2004;0;98038;47.3521;-122.009;347;789;3390960
18;2;2015;3;2.25;151;703;2.0;0;0;3;7;151;0;1990;0;98038;47.3566;-122.039;137;703;2232780
4;8;2014;4;2.75;268;465;1.5;0;0;3;8;185;84;1911;2014;98117;47.6768;-122.363;100;348;7152060
20;3;2015;4;2.25;225;3408;2.0;0;0;4;8;225;0;1977;0;98027;47.4663;-122.006;224;3408;3980000
5;11;2014;4;3.25;374;5342;2.0;0;0;3;9;374;0;2002;0;98053;47.6617;-122.026;322;5342;7394840
22;7;2014;4;2.0;212;959;1.0;0;3;4;8;118;94;1989;0;98198;47.3594;-122.322;212;907;3343200
7;4;2015;3;2.5;132;110;3.0;0;0;3;8;132;0;2008;0;98125;47.6963;-122.318;119;116;3717320
19;12;2014;3;2.0;126;290;2.0;0;0;3;7;126;0;1989;0;98115;47.6943;-122.307;126;290;3159324
13;5;2014;3;2.25;138;892;1.0;0;0;4;7;109;30;1987;0;98019;47.7378;-121.977;148;939;2284520
14;5;2014;3;2.5;206;562;2.0;0;0;4;8;206;0;1990;0;98031;47.3972;-122.182;184;671;2587000
25;3;2015;3;2.5;118;99;2.0;0;0;3;8;98;20;2008;0;98105;47.6568;-122.321;117;103;3446680
12;9;2014;3;2.5;199;919;1.0;0;0;4;8;199;0;1959;0;98040;47.5505;-122.219;249;937;6360040
15;9;2014;4;3.75;206;353;1.5;0;0;4;6;124;83;1917;0;98108;47.5574;-122.315;138;403;3120320
31;8;2014;4;2.5;181;802;2.0;0;0;3;8;181;0;1994;0;98038;47.3817;-122.035;205;838;2773662
